index,lat,lon,avg_pm25,risk
551,30.095,78.28,28.776658280922433,LOW
552,30.118,78.305,14.674285115303983,LOW
553,30.118,78.305,14.674285115303983,LOW
554,30.102,78.3,21.358999999999998,LOW
555,30.102,78.3,21.358999999999998,LOW
556,30.08,78.275,29.060725366876312,LOW
557,30.08,78.275,29.060725366876312,LOW
558,30.072,78.29,31.020146750524106,LOW
559,30.072,78.29,31.020146750524106,LOW
560,30.3398,78.0644,25.332410901467508,LOW
561,30.3165,78.0322,25.635656184486372,LOW
562,30.3245,78.0425,26.871486373165617,LOW
563,30.275,78.02,30.354331236897277,LOW
564,30.3058,77.9958,18.319446540880502,LOW
565,30.36,77.98,28.735274633123687,LOW
566,30.35,78.055,24.164364779874212,LOW
567,30.3121,78.0432,34.383677148846964,LOW
568,30.3272,78.0612,18.839366876310272,LOW
569,30.3348,77.9962,33.29519077568134,LOW
570,30.3215,78.041,26.871486373165617,LOW
571,30.362,78.048,23.10503983228512,LOW
572,30.385,78.065,25.9197106918239,LOW
573,29.9582,78.1642,23.310075471698113,LOW
574,29.92,78.14,34.75327463312369,LOW
575,29.945,78.155,22.17938155136268,LOW
576,29.98,78.135,25.075744234800844,LOW
577,29.965,78.12,25.248872117400417,LOW
578,29.946,78.162,22.17938155136268,LOW
579,29.93,78.15,17.09061215932914,LOW
580,29.91,78.125,35.5919748427673,LOW
581,30.127,78.324,21.078775681341718,LOW
582,30.1058,78.2983,21.358999999999998,LOW
583,30.095,78.28,28.776658280922433,LOW
584,30.118,78.305,14.674285115303983,LOW
585,30.102,78.3,21.358999999999998,LOW
586,30.08,78.275,29.060725366876312,LOW
587,30.072,78.29,31.020146750524106,LOW
588,30.3398,78.0644,25.332410901467508,LOW
589,30.3165,78.0322,25.635656184486372,LOW
590,30.3245,78.0425,26.871486373165617,LOW
591,30.275,78.02,30.354331236897277,LOW
592,30.3058,77.9958,18.319446540880502,LOW
593,30.36,77.98,28.735274633123687,LOW
594,30.35,78.055,24.164364779874212,LOW
595,30.3121,78.0432,34.383677148846964,LOW
596,30.3272,78.0612,18.839366876310272,LOW
597,30.3348,77.9962,33.29519077568134,LOW
598,30.3215,78.041,26.871486373165617,LOW
599,30.362,78.048,23.10503983228512,LOW
600,30.385,78.065,25.9197106918239,LOW
601,29.9582,78.1642,23.310075471698113,LOW
602,29.92,78.14,34.75327463312369,LOW
603,29.945,78.155,22.17938155136268,LOW
604,29.98,78.135,25.075744234800844,LOW
605,29.965,78.12,25.248872117400417,LOW
606,29.946,78.162,22.17938155136268,LOW
607,29.93,78.15,17.09061215932914,LOW
608,29.91,78.125,35.5919748427673,LOW
609,30.127,78.324,21.078775681341718,LOW
610,30.1058,78.2983,21.358999999999998,LOW
611,30.095,78.28,28.776658280922433,LOW
612,30.118,78.305,14.674285115303983,LOW
